observation_index,A,B,M,N,value,reciprocal_group,reciprocal_pair_count,reciprocal_error_percent,reciprocal_mean_value,reciprocal_partner_value
361,30,45,35,40,14.5640975,30-45|35-40,1,2.44507997234303,14.388196050000001,14.2122946
362,30,48,36,42,11.3621899,30-48|36-42,1,0.48067977377046417,11.3349475,11.3077051
363,30,51,37,44,8.18722958,30-51|37-44,1,0.25471761627460765,8.176815685000001,8.16640179
364,30,54,38,46,7.14833149,30-54|38-46,1,0.342554045708092,7.136108975,7.12388646
365,31,34,32,33,225.187338,31-34|32-33,1,0.039151285674144554,225.2314285,225.275519
366,31,37,33,35,61.9675947,31-37|33-35,1,0.23469804114813703,62.040398499999995,62.1132023
367,31,40,34,37,27.8912945,31-40|34-37,1,0.0433310150954718,27.8973386,27.9033827
368,31,43,35,39,20.3116404,31-43|35-39,1,0.5113193331252813,20.25984415,20.2080479
369,31,46,36,41,14.5562295,31-46|36-41,1,0.39249036852449587,14.52771955,14.4992096
370,31,49,37,43,10.2333227,31-49|37-43,1,0.317767602190122,10.217089399999999,10.2008561
371,31,52,38,45,7.9687101,31-52|38-45,1,0.2212867419497947,7.959902995,7.95109589
372,31,55,39,47,7.13974519,31-55|39-47,1,0.2071211125666506,7.147146815,7.15454844
373,32,35,33,34,217.27005,32-35|33-34,1,0.09282795553806378,217.37094050000002,217.471831
374,32,38,34,36,52.4428306,32-38|34-36,1,0.043380504340685515,52.454208050000005,52.4655855
375,32,41,35,38,33.4801769,32-41|35-38,1,0.31267698343696304,33.4279162,33.3756555
376,32,44,36,40,22.0023618,32-44|36-40,1,0.36127361107159495,21.9626891,21.9230164
377,32,47,37,42,12.9804131,32-47|37-42,1,0.3014603066429012,12.96087715,12.9413412
378,32,50,38,44,8.8909084,32-50|38-44,1,0.32694365476509324,8.876397990000001,8.86188758
379,32,53,39,46,7.77111207,32-53|39-46,1,0.08389833797998733,7.76785352,7.76459497
380,32,56,40,48,7.31879881,32-56|40-48,1,0.00894191459440331,7.319126045,7.31945328
381,33,36,34,35,179.178637,33-36|34-35,1,0.08455523647989623,179.2544215,179.330206
382,33,39,35,37,64.3382466,33-39|35-37,1,0.09506376228708702,64.30767995,64.2771133
383,33,42,36,39,34.2020727,33-42|36-39,1,0.22065584193534052,34.16437985,34.126687
384,33,45,37,41,17.50088,33-45|37-41,1,0.7508835397924136,17.43542015,17.3699603
385,33,48,38,43,11.2164791,33-48|38-43,1,0.18755805638518078,11.20597025,11.1954614
386,33,51,39,45,8.78008492,33-51|39-45,1,0.14937894997811518,8.773532015,8.76697911
387,33,54,40,47,7.78803902,33-54|40-47,1,0.014156041402330103,7.78748782,7.78693662
388,34,37,35,36,213.519641,34-37|35-36,1,0.01954015831341044,213.498782,213.477923
389,34,40,36,38,67.1723164,34-40|36-38,1,0.10162068196248056,67.13820325,67.1040901
390,34,43,37,40,28.1885774,34-43|37-40,1,0.10064207312882041,28.17439975,28.1602221
391,34,46,38,42,14.5641737,34-46|38-42,1,0.09148677068816902,14.557514600000001,14.5508555
392,34,49,39,44,10.0471826,34-49|39-44,1,0.05729614883959314,10.044305099999999,10.0414276
393,34,52,40,46,8.84954632,34-52|40-46,1,0.038662787542592954,8.84783591,8.8461255
394,34,55,41,48,8.3463782,34-55|41-48,1,0.03239222736907543,8.34502663,8.34367506
395,35,38,36,37,221.024397,35-38|36-37,1,0.1051468161955175,220.908258,220.792119
396,35,41,37,39,48.0820899,35-41|37-39,1,0.38828084580516503,47.988924,47.8957581
397,35,44,38,41,21.8222025,35-44|38-41,1,0.8747215788120477,21.72717635,21.6321502
398,35,47,39,43,13.1220382,35-47|39-43,1,0.4324712824843395,13.0937249,13.0654116
399,35,50,40,45,10.5433469,35-50|40-45,1,0.38274776006443917,10.5635628,10.5837787
400,35,53,41,47,9.06378523,35-53|41-47,1,0.03945454611133507,9.061997545,9.06020986
401,35,56,42,49,8.35903055,35-56|42-49,1,0.08766759207073255,8.355368075000001,8.3517056
402,36,39,37,38,115.566325,36-39|37-38,1,0.0071779540498913995,115.5621775,115.55803
403,36,42,38,40,36.1875442,36-42|38-40,1,0.1446767015688079,36.16138565,36.1352271
404,36,45,39,42,17.8944988,36-45|39-42,1,0.2909342280770527,17.868506,17.8425132
405,36,48,40,44,12.3517314,36-48|40-44,1,0.09161858576803979,12.34607575,12.3404201
406,36,51,41,46,10.7718044,36-51|41-46,1,0.011254676831571962,10.7724106,10.7730168
407,36,54,42,48,9.70933003,36-54|42-48,1,0.04929752616855102,9.70693739,9.70454475
408,37,40,38,39,122.384683,37-40|38-39,1,0.09009159331043817,122.439837,122.494991
409,37,43,39,41,29.8399261,37-43|39-41,1,0.018411592917545808,29.83717935,29.8344326
410,37,46,40,43,18.4361101,37-46|40-43,1,0.05838292926206238,18.430729900000003,18.4253497
411,37,49,41,45,14.797666,37-49|41-45,1,0.021100425894872668,14.799227349999999,14.8007887
412,37,52,42,47,11.9688639,37-52|42-47,1,0.001675165849670022,11.968964150000001,11.9690644
413,37,55,43,49,10.7638008,37-55|43-49,1,0.48573242603354666,10.7377225,10.7116442
414,38,41,39,40,58.2849158,38-41|39-40,1,0.0208755038759125,58.2788328,58.2727498
415,38,44,40,42,28.6964082,38-44|40-42,1,0.017383477085886317,28.693914200000002,28.6914202
416,38,47,41,44,17.4997489,38-47|41-44,1,0.03816926192567387,17.5030893,17.5064297
417,38,50,42,46,14.8658715,38-50|42-46,1,0.019780267513719446,14.8673419,14.8688123
418,38,53,43,48,12.6954048,38-53|43-48,1,0.006549828414387786,12.69498905,12.6945733
419,38,56,44,50,11.6183858,38-56|44-50,1,0.07642104099131265,11.613948050000001,11.6095103
420,39,42,40,41,45.4416276,39-42|40-41,1,0.03602852630818423,45.4334431,45.4252586
421,39,45,41,43,27.1534299,39-45|41-43,1,0.21564851936583332,27.12418345,27.094937
422,39,48,42,45,19.1512222,39-48|42-45,1,0.02926089878524912,19.1484207,19.1456192
423,39,51,43,47,14.7718134,39-51|43-47,1,0.06325184228841035,14.776486599999998,14.7811598
424,39,54,44,49,13.325275,39-54|44-49,1,0.021637916745198438,13.3238335,13.322392
425,40,43,41,42,52.1857022,40-43|41-42,1,0.008765045327315975,52.183415249999996,52.1811283
426,40,46,42,44,24.1916582,40-46|42-44,1,0.001735707211188214,24.191868149999998,24.1920781
427,40,49,43,46,19.7148529,40-49|43-46,1,0.002390611970927062,19.71461725,19.7143816
428,40,52,44,48,17.2718824,40-52|44-48,1,0.010108847459402685,17.27100945,17.2701365
429,40,55,45,50,13.9870847,40-55|45-50,1,0.49942236003752377,14.022099449999999,14.0571142
430,41,44,42,43,56.5118809,41-44|42-43,1,0.021022749360482294,56.5178217,56.5237625
431,41,47,43,45,27.731747,41-47|43-45,1,0.22651968852867505,27.7003736,27.6690002
432,41,50,44,47,21.7069776,41-50|44-47,1,0.02298996376839939,21.709473099999997,21.7119686
433,41,53,45,49,16.1962977,41-53|45-49,1,0.21829844941084744,16.21399515,16.2316926
434,41,56,46,51,15.0067367,41-56|46-51,1,0.0671279700913466,15.01177525,15.0168138
435,42,45,43,44,41.1567554,42-45|43-44,1,0.45124787262653204,41.06410495,40.9714545
436,42,48,44,46,32.813797,42-48|44-46,1,0.291792209061602,32.861741,32.909685
437,42,51,45,48,21.0625763,42-51|45-48,1,0.27180431629202656,21.09123975,21.1199032
438,42,54,46,50,17.398174,42-54|46-50,1,0.00859536022685291,17.39892175,17.3996695
439,43,46,44,45,62.7370204,43-46|44-45,1,0.36258983674099554,62.6234872,62.509954
440,43,49,45,47,29.3581808,43-49|45-47,1,0.4047126796350783,29.4177094,29.477238
441,43,52,46,49,21.5679334,43-52|46-49,1,0.01924616206207287,21.5658581,21.5637828
442,43,55,47,51,20.0771606,43-55|47-51,1,0.0767413584056884,20.0848673,20.092574
443,44,47,45,46,53.462207,44-47|45-46,1,0.8474930393233067,53.6897153,53.9172236
444,44,50,46,48,29.9251913,44-50|46-48,1,0.025332035374970228,29.92140145,29.9176116
445,44,53,47,50,23.3249219,44-53|47-50,1,0.020370983473400356,23.327297899999998,23.3296739
446,44,56,48,52,18.7244696,44-56|48-52,1,0.020364858200761473,18.7263764,18.7282832
447,45,48,46,47,59.1883574,45-48|46-47,1,0.22196448505289176,59.25411895,59.3198805
448,45,51,47,49,30.8580543,45-51|47-49,1,0.06823441843585076,30.868585799999998,30.8791173
449,45,54,48,51,27.6909532,45-54|48-51,1,0.04063317535498836,27.6965802,27.7022072
450,46,49,47,48,69.7486463,46-49|47-48,1,0.14970767935689822,69.80089495,69.8531436
451,46,52,48,50,39.2498159,46-52|48-50,1,0.12042691944455278,39.22619645,39.202577
452,46,55,49,52,27.6310836,46-55|49-52,1,0.08176212268173386,27.6423841,27.6536846
453,47,50,48,49,66.4376792,47-50|48-49,1,0.032864801604085295,66.4485983,66.4595174
454,47,53,49,51,48.2588311,47-53|49-51,1,0.08510362888428365,48.279374849999996,48.2999186
455,47,56,50,53,27.3499263,47-56|50-53,1,0.04645112574964297,27.35627995,27.3626336
456,48,51,49,50,87.9049856,48-51|49-50,1,0.03772202949267439,87.9215685,87.9381514
457,48,54,50,52,45.0837725,48-54|50-52,1,0.020556947200547387,45.0884069,45.0930413
458,49,52,50,51,133.411323,49-52|50-51,1,0.020052782221223635,133.39794799999999,133.384573
459,49,55,51,53,44.0627221,49-55|51-53,1,0.1147858163890716,44.0880255,44.1133289
460,50,53,51,52,110.253811,50-53|51-52,1,0.041491072066765416,110.230943,110.208075
461,50,56,52,54,50.715265,50-56|52-54,1,0.00419332406187097,50.71632835,50.7173917
462,51,54,52,53,158.907243,51-54|52-53,1,0.01956044238993907,158.922786,158.938329
463,52,55,53,54,146.555843,52-55|53-54,1,0.010709801895599601,146.5479955,146.540148
464,53,56,54,55,122.7535,53-56|54-55,1,0.1099469790264437,122.821019,122.888538
465,4,3,5,2,434.418318,2-5|3-4,1,0.08221171425503561,434.23982,434.061322
466,6,4,8,2,189.16254,2-8|4-6,1,0.0027188627915234057,189.1599685,189.157397
467,8,5,11,2,110.180544,2-11|5-8,1,1.4299260319983065,109.398386,108.616228
468,10,6,14,2,67.5970483,2-14|6-10,1,0.16145414004906267,67.5425232,67.4879981
469,12,7,17,2,54.5779152,2-17|7-12,1,0.1836452506285744,54.5278463,54.4777774
470,14,8,20,2,35.0534347,2-20|8-14,1,0.5357773776011067,34.9597814,34.8661281
471,16,9,23,2,24.8331692,2-23|9-16,1,0.15449181041796795,24.814001400000002,24.7948336
472,18,10,26,2,20.2711555,2-26|10-18,1,0.7162005831845136,20.34400745,20.4168594
473,20,11,29,2,16.1700482,2-29|11-20,1,0.4567834903293553,16.1332013,16.0963544
474,22,12,32,2,12.2960863,2-32|12-22,1,0.17504530412089736,12.28533385,12.2745814
475,24,13,35,2,11.2310163,2-35|13-24,1,2.3134211607867465,11.10259145,10.9741666
476,26,14,38,2,9.88344369,2-38|14-26,1,0.0160763571686781,9.882649305000001,9.88185492
477,28,15,41,2,9.14783018,2-41|15-28,1,0.03112909458536936,9.14925422,9.15067826
478,30,16,44,2,8.13214298,2-44|16-30,1,0.41136420151734754,8.11545095,8.09875892
479,32,17,47,2,7.39002183,2-47|17-32,1,1.9187286908703056,7.319798295,7.24957476
480,5,4,6,3,420.630484,3-6|4-5,1,0.07808010680741048,420.79476250000005,420.959041
481,7,5,9,3,160.829241,3-9|5-7,1,0.12777041912744852,160.7265605,160.62388
482,9,6,12,3,97.4146936,3-12|6-9,1,0.14732946427081686,97.34298615,97.2712787
483,11,7,15,3,73.794393,3-15|7-11,1,0.030535436231442056,73.783128,73.771863
484,13,8,18,3,48.7367392,3-18|8-13,1,0.39911850820237743,48.83419235,48.9316455
485,15,9,21,3,31.2316971,3-21|9-15,1,0.027751924977255676,31.2360314,31.2403657
486,17,10,24,3,24.9921516,3-24|10-17,1,0.05086569782024466,24.985796999999998,24.9794424
487,19,11,27,3,18.7985994,3-27|11-19,1,0.4289144631395173,18.839001,18.8794026
488,21,12,30,3,14.0568794,3-30|12-21,1,0.04669789622556932,14.0601623,14.0634452
489,23,13,33,3,12.5631724,3-33|13-23,1,0.2650184350290572,12.57984185,12.5965113
490,25,14,36,3,11.5014332,3-36|14-25,1,0.20821268788314873,11.5134194,11.5254056
491,27,15,39,3,10.1322996,3-39|15-27,1,0.0913180925999941,10.127675400000001,10.1230512
492,29,16,42,3,8.8493922,3-42|16-29,1,0.2615366603224181,8.860979555,8.87256691
493,31,17,45,3,7.77312077,3-45|17-31,1,0.8129936201281588,7.804847225,7.83657368
494,33,18,48,3,7.06870285,3-48|18-33,1,1.2583792750139782,7.02450539,6.98030793
495,6,5,7,4,396.331877,4-7|5-6,1,0.01045962595544988,396.3526055,396.373334
496,8,6,10,4,165.231909,4-10|6-8,1,0.09374131495054988,165.15449999999998,165.077091
497,10,7,13,4,94.7880709,4-13|7-10,1,0.09058911628900775,94.74515650000001,94.7022421
498,12,8,16,4,72.1406466,4-16|8-12,1,0.13509599429593408,72.1894091,72.2381716
499,14,9,19,4,41.5518355,4-19|9-14,1,0.1724944960443989,41.58770375,41.623572
500,16,10,22,4,30.8318101,4-22|10-16,1,0.10461506936188383,30.8479459,30.8640817
501,18,11,25,4,22.687298,4-25|11-18,1,0.16009950862121536,22.669151399999997,22.6510048
502,20,12,28,4,16.3298454,4-28|12-20,1,0.11844532466466669,16.3395221,16.3491988
503,22,13,31,4,14.3297758,4-31|13-22,1,0.5315839897630003,14.3679647,14.4061536
504,24,14,34,4,12.821234,4-34|14-24,1,0.13440602866311355,12.82985605,12.8384781
505,26,15,37,4,11.4911866,4-37|15-26,1,0.13381456510749745,11.4835033,11.47582
506,28,16,40,4,9.86477692,4-40|16-28,1,0.28033854511483597,9.878623715,9.89247051
507,30,17,43,4,8.55364439,4-43|17-30,1,0.25030769889059434,8.56436302,8.57508165
508,32,18,46,4,7.60519772,4-46|18-32,1,0.12335064748157157,7.609891145,7.61458457
509,34,19,49,4,6.65750134,4-49|19-34,1,0.09412389496955162,6.660635965,6.66377059
510,7,6,8,5,334.088461,5-8|6-7,1,0.03597718318385132,334.028374,333.968287
511,9,7,11,5,171.239021,5-11|7-9,1,0.14007079989637924,171.119177,170.999333
512,11,8,14,5,92.1565314,5-14|8-11,1,0.022039524747830153,92.16668795000001,92.1768445
513,13,9,17,5,59.141956,5-17|9-13,1,0.07036652078952522,59.12115525,59.1003545
514,15,10,20,5,38.3041486,5-20|10-15,1,0.04210302239934999,38.3122139,38.3202792
515,17,11,23,5,27.575138,5-23|11-17,1,0.023154410781096098,27.5783308,27.5815236
516,19,12,26,5,19.111374,5-26|12-19,1,0.009641320507187825,19.11045275,19.1095315
517,21,13,29,5,16.2238115,5-29|13-21,1,0.16954931301833867,16.23757685,16.2513422
518,23,14,32,5,14.6244138,5-32|14-23,1,0.024467047090306546,14.6262031,14.6279924
519,25,15,35,5,13.2336963,5-35|15-25,1,0.321148630346695,13.212480450000001,13.1912646
520,27,16,38,5,10.9873863,5-38|16-27,1,0.05010127533049526,10.9901394,10.9928925
521,29,17,41,5,9.31587457,5-41|17-29,1,0.3366032416181166,9.331579770000001,9.34728497
522,31,18,44,5,8.18152871,5-44|18-31,1,0.19898026181284922,8.189676630000001,8.19782455
523,33,19,47,5,7.1577428,5-47|19-33,1,0.16400499583091716,7.163617145,7.16949149
524,35,20,50,5,6.39877048,5-50|20-35,1,0.03488952267699877,6.399886925,6.40100337
525,8,7,9,6,340.181631,6-9|7-8,1,0.05633695404084639,340.085834,339.990037
526,10,8,12,6,129.64839,6-12|8-10,1,0.023022604097197794,129.6334675,129.618545
527,12,9,15,6,91.2819793,6-15|9-12,1,0.06213129489369715,91.31034545,91.3387116
528,14,10,18,6,53.4439031,6-18|10-14,1,0.14292153146960646,53.40573895,53.3675748
529,16,11,21,6,33.8982083,6-21|11-16,1,0.14286442901600224,33.92243985,33.9466714
530,18,12,24,6,23.0174909,6-24|12-18,1,0.2574789748921956,22.987896399999997,22.9583019
531,20,13,27,6,18.7125406,6-27|13-20,1,0.377293830269735,18.74790795,18.7832753
532,22,14,30,6,16.3967568,6-30|14-22,1,0.037158371483559764,16.399803749999997,16.4028507
533,24,15,33,6,14.4585648,6-33|15-24,1,0.11075806550980695,14.46657625,14.4745877
534,26,16,36,6,12.4587294,6-36|16-26,1,0.1265230603320514,12.4508528,12.4429762
535,28,17,39,6,10.2410784,6-39|17-28,1,0.32796382924204853,10.2578995,10.2747206
536,30,18,42,6,8.7941206,6-42|18-30,1,0.08777467577848892,8.797981799999999,8.801843
537,32,19,45,6,7.64962838,6-45|19-32,1,0.0807215844591933,7.646542175,7.64345597
538,34,20,48,6,6.83096136,6-48|20-34,1,0.1591129797176722,6.83640016,6.84183896
539,36,21,51,6,6.28594666,6-51|21-36,1,0.3155907134424159,6.276043355,6.26614005
540,9,8,10,7,369.313816,7-10|8-9,1,0.021551204449788447,369.2740245,369.234233
541,11,9,13,7,120.305978,7-13|9-11,1,0.20977512456553304,120.4322965,120.558615
542,13,10,16,7,79.9928892,7-16|10-13,1,0.048813123393865995,79.97337045,79.9538517
543,15,11,19,7,42.0031262,7-19|11-15,1,0.10448308299800346,42.02508075,42.0470353
544,17,12,22,7,27.7296323,7-22|12-17,1,0.5432983812091864,27.65450905,27.5793858
545,19,13,25,7,21.956184,7-25|13-19,1,0.38062012637165593,21.9980485,22.039913
546,21,14,28,7,18.2531027,7-28|14-21,1,0.1486958475593336,18.2666836,18.2802645
547,23,15,31,7,16.5386236,7-31|15-23,1,0.2811584574727265,16.561906200000003,16.5851888
548,25,16,34,7,13.7928387,7-34|16-25,1,0.18891010058500854,13.805879050000001,13.8189194
549,27,17,37,7,11.4484791,7-37|17-27,1,0.3074008787755054,11.46610255,11.483726
550,29,18,40,7,9.45159919,7-40|18-29,1,0.5240860960709105,9.47643152,9.50126385
551,31,19,43,7,8.09418542,7-43|19-31,1,0.2126502991190767,8.102800735,8.11141605
552,33,20,46,7,7.23272574,7-46|20-33,1,0.4319889689806953,7.248381845,7.26403795
553,35,21,49,7,6.58411027,7-49|21-35,1,0.09402179138298358,6.587206975,6.59030368
554,37,22,52,7,6.25317,7-52|22-37,1,0.18749463735454464,6.2590376800000005,6.26490536
555,10,9,11,8,256.090733,8-11|9-10,1,0.06134707523026545,256.012205,255.933677
556,12,10,14,8,147.021488,8-14|10-12,1,0.020044720340323934,147.0362245,147.050961
557,14,11,17,8,66.3833803,8-17|11-14,1,0.13497298037326,66.3386107,66.2938411
558,16,12,20,8,34.6203415,8-20|12-16,1,0.01679882754737128,34.623249650000005,34.6261578
559,18,13,23,8,28.1831579,8-23|13-18,1,0.5331320940586171,28.108230900000002,28.0333039
560,20,14,26,8,22.3515889,8-26|14-20,1,0.045239229983149,22.3465342,22.3414795
561,22,15,29,8,18.899867,8-29|15-22,1,0.09548046467857191,18.908894150000002,18.9179213
562,24,16,32,8,15.6348222,8-32|16-24,1,0.07678302457019104,15.640826950000001,15.6468317
563,26,17,35,8,13.0863043,8-35|17-26,1,0.3349110973949024,13.108254800000001,13.1302053
564,28,18,38,8,10.7130217,8-38|18-28,1,0.20546948722892133,10.702027000000001,10.6910323
565,30,19,41,8,8.77879579,8-41|19-30,1,0.1758573027861813,8.78652166,8.79424753
566,32,20,44,8,7.81896539,8-44|20-32,1,0.22704645423397915,7.827851819999999,7.83673825
567,34,21,47,8,7.05893814,8-47|21-34,1,0.0468222837271893,7.060591105,7.06224407
568,36,22,50,8,6.4064574,8-50|22-36,1,0.012927214133460945,6.406871515,6.40728563
569,38,23,53,8,6.10999281,8-53|23-38,1,0.00407324650425353,6.109868375,6.10974394
570,11,10,12,9,340.107768,9-12|10-11,1,0.0015845103234064233,340.1050735,340.102379
571,13,11,15,9,130.394851,9-15|11-13,1,0.11425362443652283,130.469384,130.543917
572,15,12,18,9,50.2114311,9-18|12-15,1,0.1579554444008722,50.17180655,50.132182
573,17,13,21,9,40.0363991,9-21|13-17,1,0.19002862537366272,39.998394899999994,39.9603907
574,19,14,24,9,30.4667609,9-24|14-19,1,0.09437932906249842,30.48114485,30.4955288
575,21,15,27,9,23.6664329,9-27|15-21,1,0.5746023496413024,23.73462275,23.8028126
576,23,16,30,9,19.2793021,9-30|16-23,1,0.1454481711376655,19.293332999999997,19.3073639
577,25,17,33,9,15.2055527,9-33|17-25,1,0.4335546476046202,15.2385865,15.2716203
578,27,18,36,9,12.4896937,9-36|18-27,1,1.3952406016728522,12.57743645,12.6651792
579,29,19,39,9,9.74650064,9-39|19-29,1,0.3244809431356023,9.762339105,9.77817757
580,31,20,42,9,8.44885968,9-42|20-31,1,0.2739131926840622,8.46044682,8.47203396
581,33,21,45,9,7.64099063,9-45|21-33,1,0.5578928004328357,7.662364520000001,7.68373841
582,35,22,48,9,6.79984669,9-48|22-35,1,0.2877711043484417,6.809644785,6.81944288
583,37,23,51,9,6.34978374,9-51|23-37,1,0.030905410097037456,6.350765105000001,6.35174647
584,39,24,54,9,6.04724312,9-54|24-39,1,0.4175401166419445,6.059894365,6.07254561
585,12,11,13,10,373.845506,10-13|11-12,1,0.10865278409515094,373.6425195,373.439533
586,14,12,16,10,82.1404284,10-16|12-14,1,0.025854558383638388,82.12981125,82.1191941
587,16,13,19,10,51.3303964,10-19|13-16,1,0.02583223208708669,51.33702715,51.3436579
588,18,14,22,10,39.698009,10-22|14-18,1,0.13661269250526412,39.67091125,39.6438135
589,20,15,25,10,29.8768871,10-25|15-20,1,0.09711187459674467,29.89140115,29.9059152
590,22,16,28,10,22.251254,10-28|16-22,1,0.3838447190457221,22.29404125,22.3368285
591,24,17,31,10,17.6728883,10-31|17-24,1,0.6472878975272208,17.73027125,17.7876542
592,26,18,34,10,14.106823,10-34|18-26,1,0.8534342788182288,14.167277200000001,14.2277314
593,28,19,37,10,11.2301285,10-37|19-28,1,0.005112900719371929,11.2304156,11.2307027
594,30,20,40,10,9.20350461,10-40|20-30,1,0.3287250109502796,9.218656625,9.23380864
595,32,21,43,10,8.26080533,10-43|21-32,1,0.3259383031501245,8.27428987,8.28777441
596,34,22,46,10,7.29645876,10-46|22-34,1,0.1967102094916194,7.303642265000001,7.31082577
597,36,23,49,10,6.49349464,10-49|23-36,1,0.06327224431717085,6.4955495800000005,6.49760452
598,38,24,52,10,6.40819277,10-52|24-38,1,0.2387008693391119,6.415850115,6.42350746
599,40,25,55,10,5.94464193,10-55|25-40,1,0.01046803886554691,5.94495309,5.94526425
600,13,12,14,11,210.395941,11-14|12-13,1,0.05744107956386015,210.3355315,210.275122
601,15,13,17,11,84.2495436,11-17|13-15,1,0.049528494953938414,84.228685,84.2078264
602,17,14,20,11,60.9271095,11-20|14-17,1,0.07282234393318196,60.904933299999996,60.8827571
603,19,15,23,11,43.6444638,11-23|15-19,1,0.1333639049774305,43.6735862,43.7027086
604,21,16,26,11,29.2638715,11-26|16-21,1,0.04409547937973481,29.2574209,29.2509703
605,23,17,29,11,22.1170114,11-29|17-23,1,0.18137391009061535,22.13708685,22.1571623
606,25,18,32,11,17.4182188,11-32|18-25,1,0.042299721037910624,17.414535649999998,17.4108525
607,27,19,35,11,13.4410476,11-35|19-27,1,0.3989163738462569,13.46791045,13.4947733
608,29,20,38,11,10.5257358,11-38|20-29,1,0.33467733795152066,10.543378950000001,10.5610221
609,31,21,41,11,9.09716626,11-41|21-31,1,0.19232471567436185,9.10592273,9.1146792
610,33,22,44,11,8.04211996,11-44|22-33,1,0.3584019650358178,8.05655739,8.07099482
611,35,23,47,11,6.90153369,11-47|23-35,1,1.1560037420721774,6.9416565949999995,6.9817795
612,37,24,50,11,6.76778466,11-50|24-37,1,0.28044816539854434,6.77728805,6.78679144
613,39,25,53,11,6.11742715,11-53|25-39,1,0.5221585029891957,6.13344029,6.14945343
614,41,26,56,11,5.84811296,11-56|26-41,1,0.5124488210190742,5.863135745,5.87815853
615,14,13,15,12,297.354095,12-15|13-14,1,0.03165549010649068,297.307038,297.259981
616,16,14,18,12,103.159872,12-18|14-16,1,0.07555499252719032,103.1209155,103.081959
617,18,15,21,12,69.7660668,12-21|15-18,1,0.05356114550586216,69.74738805000001,69.7287093
618,20,16,24,12,44.1140538,12-24|16-20,1,0.04246963473322741,44.104688249999995,44.0953227
619,22,17,27,12,28.5400689,12-27|17-22,1,0.5082714040809682,28.6127842,28.6854995
620,24,18,30,12,21.6270816,12-30|18-24,1,0.3846648771762835,21.66875765,21.7104337
621,26,19,33,12,15.97355,12-33|19-26,1,0.047521704535549374,15.969755450000001,15.9659609
622,28,20,36,12,13.1082778,12-36|20-28,1,0.19448310521861645,13.1210369,13.133796
623,30,21,39,12,10.3241628,12-39|21-30,1,0.16877961848923348,10.332882699999999,10.3416026
624,32,22,42,12,8.90796165,12-42|22-32,1,0.19994748867312492,8.916876185,8.92579072
625,34,23,45,12,7.63278585,12-45|23-34,1,0.2463402301292287,7.642198755000001,7.65161166
626,36,24,48,12,7.02025284,12-48|24-36,1,0.05000663218357585,7.022008575,7.02376431
627,38,25,51,12,6.5765008,12-51|25-38,1,0.10084913214200628,6.579818645,6.58313649
628,40,26,54,12,6.23626772,12-54|26-40,1,0.523963404010401,6.252648515,6.26902931
629,15,14,16,13,185.688852,13-16|14-15,1,0.029599586962018722,185.6613745,185.633897
630,17,15,19,13,108.163556,13-19|15-17,1,0.036557809328088005,108.1437885,108.124021
631,19,16,22,13,60.0088348,13-22|16-19,1,0.04492712197896383,60.02231795,60.0358011
632,21,17,25,13,35.6404747,13-25|17-21,1,0.17939239200263543,35.67247155,35.7044684
633,23,18,28,13,25.4879066,13-28|18-23,1,0.8205729361183655,25.59291085,25.6979151
634,25,19,31,13,18.8653512,13-31|19-25,1,0.05076783588065928,18.86056365,18.8557761
635,27,20,34,13,14.4102757,13-34|20-27,1,0.1387910267080096,14.40028255,14.3902894
636,29,21,37,13,11.5589338,13-37|21-29,1,0.2216620672938442,11.571758899999999,11.584584
637,31,22,40,13,9.3122177,13-40|22-31,1,0.2670507804111186,9.3246685,9.3371193
638,33,23,43,13,8.00132681,13-43|23-33,1,0.4733090505312253,8.02030723,8.03928765
639,35,24,46,13,7.17409088,13-46|24-35,1,0.5833707537066689,7.19507787,7.21606486
640,37,25,49,13,6.70928615,13-49|25-37,1,0.5188143419847487,6.726735785,6.74418542
641,39,26,52,13,6.36739315,13-52|26-39,1,0.7436420569192419,6.391156815,6.41492048
642,41,27,55,13,6.04264656,13-55|27-41,1,0.10132970974767604,6.045709609999999,6.04877266
643,16,15,17,14,219.132073,14-17|15-16,1,0.0196886956167473,219.110503,219.088933
644,18,16,20,14,93.3551315,14-20|16-18,1,0.07607562994667652,93.31963475,93.284138
645,20,17,23,14,49.8810901,14-23|17-20,1,0.091790649612876,49.9039937,49.9268973
646,22,18,26,14,31.1244374,14-26|18-22,1,0.14077599762722326,31.146360700000002,31.168284
647,24,19,29,14,21.1027367,14-29|19-24,1,0.006206022733721716,21.1020819,21.1014271
648,26,20,32,14,16.4739199,14-32|20-26,1,0.06031895306374078,16.46895295,16.463986
649,28,21,35,14,13.434624,14-35|21-28,1,0.1146345608070725,13.42692805,13.4192321
650,30,22,38,14,10.038033,14-38|22-30,1,0.032047956292861474,10.039641750000001,10.0412505
651,32,23,41,14,8.36400721,14-41|23-32,1,0.20467513252044078,8.3725755,8.38114379
652,34,24,44,14,7.58617623,14-44|24-34,1,0.13910953806499005,7.591456450000001,7.59673667
653,36,25,47,14,6.55920746,14-47|25-36,1,0.08975713435344278,6.56215246,6.56509746
654,38,26,50,14,6.62057396,14-50|26-38,1,0.25157264772803356,6.628912225,6.63725049
655,40,27,53,14,6.16054394,14-53|27-40,1,0.6142127527089433,6.1795216449999995,6.19849935
656,42,28,56,14,5.83279681,14-56|28-42,1,0.3376106360248619,5.84265953,5.85252225
