time,dayl (s),prcp (mm/day),srad (W/m2),tmax (degrees C),tmin (degrees C),pet (mm/day)
2015-02-06,36724.03,0.0,503.06,7.73,-8.11,1.694723411862716
2015-02-07,36851.49,0.0,494.61,7.97,-7.19,1.7066475653130013
2015-02-08,36980.45,0.0,415.22,6.98,-4.29,1.4964292130538182
2015-02-09,37110.85,0.0,487.98,7.23,-7.07,1.6740841331969134
2015-02-10,37242.66,0.0,451.52,5.04,-7.41,1.4859154797429581
2015-02-11,37375.82,0.0,461.88,4.73,-8.16,1.5036915850998613
2015-02-12,37510.29,0.0,503.78,4.6,-10.37,1.5917645824698248
2015-02-13,37646.02,0.0,505.37,7.04,-8.04,1.7703270654881056
2015-02-14,37782.96,0.0,530.38,9.02,-7.42,1.9790008550600067
2015-02-15,37921.07,0.0,513.63,5.45,-9.5,1.708939062524991
2015-02-16,38060.31,0.0,443.16,-3.56,-15.02,1.0739806655134638
2015-02-17,38200.63,0.0,464.95,-3.86,-15.92,1.0952274546223661
2015-02-18,38341.99,0.0,553.9,3.36,-13.11,1.683168871297141
2015-02-19,38484.35,0.0,549.47,5.91,-10.36,1.8755458455798426
2015-02-20,38627.66,5.14,348.11,2.89,-9.5,1.3770749733593663
2015-02-21,38771.9,6.6,294.89,-2.65,-12.18,0.9830743231219727
2015-02-22,38917.02,19.57,232.18,-4.3,-11.22,0.7977604349927006
2015-02-23,39062.97,8.72,313.13,0.25,-9.27,1.1629149639460443
2015-02-24,39209.73,0.0,571.87,2.1,-12.48,1.699362733726051
2015-02-25,39357.26,3.23,380.86,0.05,-12.02,1.3050245718086324
2015-02-26,39505.52,4.0,420.5,-3.64,-17.52,1.1657296259089935
2015-02-27,39654.47,3.74,376.79,-2.87,-14.34,1.1468015749157487
2015-02-28,39804.08,16.57,419.21,-3.58,-16.88,1.1820235938112131
2015-03-01,39954.32,16.86,308.56,-1.5,-10.24,1.1065844629988666
2015-03-02,40105.15,15.31,324.62,1.96,-7.32,1.3343504768606878
2015-03-03,40256.54,9.28,226.35,-3.38,-9.45,0.8609711293102784
2015-03-04,40408.46,1.97,568.1,-5.27,-17.9,1.2888715615627193
2015-03-05,40560.88,0.0,703.03,-0.5,-21.86,1.7936792088201148
2015-03-06,40713.76,0.0,649.32,3.83,-13.22,2.1348139819428993
2015-03-07,40867.08,0.0,675.38,6.81,-12.21,2.4775272993010917
2015-03-08,41020.8,0.0,654.15,6.37,-10.94,2.4167580438532066
2015-03-09,41174.9,0.0,644.8,6.12,-10.46,2.3952130782914076
2015-03-10,41329.35,0.0,659.67,7.3,-10.21,2.558904664906339
2015-03-11,41484.12,0.0,641.46,7.03,-9.33,2.5162183898163346
2015-03-12,41639.18,0.0,551.82,6.4,-6.24,2.2749475886478905
2015-03-13,41794.5,0.0,507.87,5.52,-5.63,2.1088709226402154
2015-03-14,41950.06,0.0,642.42,8.81,-7.16,2.757238001141645
2015-03-15,42105.82,0.0,692.71,14.15,-5.13,3.483999333324644
2015-03-16,42261.77,0.0,580.07,12.19,-1.28,2.969298888927497
2015-03-17,42417.88,0.0,613.14,12.27,-2.28,3.100105047989685
2015-03-18,42574.11,2.76,323.44,7.08,-1.98,1.8079068429116345
2015-03-19,42730.45,0.0,477.89,5.83,-4.04,2.1445504002692073
2015-03-20,42886.87,0.0,661.97,9.55,-6.26,3.012227426986104
2015-03-21,43043.34,0.0,657.64,10.07,-5.4,3.079911026796629
2015-03-22,43199.83,0.0,631.19,9.75,-4.58,2.996007187769036
2015-03-23,43356.32,5.26,401.75,7.11,-4.3,2.127450879572633
2015-03-24,43512.79,2.91,441.08,4.52,-8.46,2.0481407869210706
2015-03-25,43669.21,3.8,354.62,0.75,-8.86,1.5421514538556893
2015-03-26,43825.55,0.0,656.38,5.78,-9.07,2.712079679496889
2015-03-27,43981.78,0.0,669.15,10.79,-4.81,3.3245976813100526
2015-03-28,44137.89,0.0,664.0,11.76,-3.63,3.444908546195064
2015-03-29,44293.84,0.0,625.13,11.56,-2.35,3.3237015223496553
2015-03-30,44449.6,0.0,648.19,11.69,-2.98,3.4325726712097056
2015-03-31,44605.16,0.0,651.1,12.52,-2.38,3.560630422794748
2015-04-01,44760.49,0.0,558.4,9.25,-2.6,2.91630527122333
2015-04-02,44915.54,0.0,585.27,5.84,-6.74,2.6604681662865413
2015-04-03,45070.31,0.0,578.07,3.55,-8.67,2.423270032751164
2015-04-04,45224.76,0.0,726.87,8.29,-9.29,3.3323613508191077
2015-04-05,45378.86,0.0,661.05,10.06,-4.66,3.402517692373981
2015-04-06,45532.59,0.0,576.6,10.65,-1.26,3.213192618193584
2015-04-07,45685.91,0.0,563.27,9.1,-2.19,3.0158708965114274
2015-04-08,45838.79,0.0,666.21,7.08,-6.99,3.1193414808016406
2015-04-09,45991.21,0.0,637.18,5.71,-7.19,2.9004473019433714
2015-04-10,46143.13,0.0,655.66,8.75,-4.67,3.327356639587891
2015-04-11,46294.52,0.0,666.52,9.7,-4.08,3.4950010729060184
2015-04-12,46445.35,0.0,626.31,9.08,-3.43,3.3093897852958385
2015-04-13,46595.59,0.0,718.78,11.43,-4.16,3.9186661498249444
2015-04-14,46745.21,0.0,708.88,12.05,-2.96,3.9932985228924105
2015-04-15,46894.16,0.0,590.86,3.3,-7.78,2.5967798638247936
2015-04-16,47042.42,11.86,401.82,2.56,-7.2,1.9899144359829175
2015-04-17,47189.95,19.57,471.48,2.43,-9.68,2.1926799656449325
2015-04-18,47336.71,8.56,459.81,1.03,-10.61,2.04098373196428
2015-04-19,47482.67,4.29,420.21,4.26,-6.0,2.2213073083644295
2015-04-20,47627.78,0.0,600.95,6.21,-4.79,3.0182325524348297
2015-04-21,47772.02,0.0,710.8,9.68,-4.54,3.8181788369177245
2015-04-22,47915.34,0.0,704.07,10.7,-3.36,3.952687666129996
2015-04-23,48057.7,0.0,636.15,8.64,-3.26,3.470017045037263
2015-04-24,48199.07,2.43,459.3,7.71,-3.74,2.7357662221482215
2015-04-25,48339.39,4.46,382.7,6.9,-2.02,2.3624126645753027
2015-04-26,48478.63,4.74,388.28,6.15,-2.73,2.326226393586197
2015-04-27,48616.74,0.0,685.95,8.66,-4.1,3.7062282842788723
2015-04-28,48753.68,0.0,774.94,11.51,-4.66,4.406943647302507
2015-04-29,48889.41,0.0,733.43,13.14,-1.38,4.533145030081474
2015-04-30,49023.88,0.0,735.15,14.8,0.16,4.803588839207643
2015-05-01,49157.05,0.0,680.63,13.75,0.95,4.44800586306458
2015-05-02,49288.86,0.0,700.09,13.76,0.39,4.546840837945763
2015-05-03,49419.27,3.58,497.94,12.53,0.05,3.50940979228164
2015-05-04,49548.23,2.01,432.86,10.96,0.94,3.0414237675082187
2015-05-05,49675.7,13.86,274.54,7.14,1.39,1.95106314402325
2015-05-06,49801.61,16.17,338.12,7.42,0.3,2.28150589793805
2015-05-07,49925.93,4.17,437.23,9.11,-0.55,2.8989266879127626
2015-05-08,50048.6,8.56,507.81,10.26,-1.63,3.3441826908257792
2015-05-09,50169.57,9.5,444.24,5.37,-4.19,2.5698827028666518
2015-05-10,50288.79,4.41,398.01,4.7,-3.5,2.3311724852708577
2015-05-11,50406.21,0.0,797.19,8.92,-6.51,4.302637881897691
2015-05-12,50521.76,0.0,722.85,11.8,-1.03,4.518578467769153
2015-05-13,50635.41,0.0,668.05,11.05,-0.1,4.203452614307774
2015-05-14,50747.09,3.0,462.45,9.84,-0.03,3.1447875431374843
2015-05-15,50856.76,10.24,399.59,4.64,-3.32,2.360589997642115
2015-05-16,50964.36,8.56,388.97,4.19,-3.45,2.282105698055816
2015-05-17,51069.83,7.02,459.87,8.17,-1.33,2.976922350657831
2015-05-18,51173.12,8.19,533.38,11.3,-0.75,3.6724644117191487
2015-05-19,51274.18,9.51,392.32,6.9,-0.78,2.558235610248163
2015-05-20,51372.95,0.0,686.93,8.92,-2.12,4.062028818083056
2015-05-21,51469.38,6.47,520.71,11.27,-0.11,3.634875825089169
2015-05-22,51563.42,8.1,456.24,9.46,0.3,3.1293367099064793
2015-05-23,51655.02,4.17,461.95,8.02,-1.17,3.008001511234224
2015-05-24,51744.11,10.57,480.63,6.7,-2.9,2.951910119992915
2015-05-25,51830.66,4.78,477.09,8.92,-0.68,3.1868793313632304
2015-05-26,51914.6,2.7,484.86,10.47,0.55,3.403796747349126
2015-05-27,51995.89,3.48,546.49,13.24,1.04,4.047906725211806
2015-05-28,52074.47,4.24,572.98,12.81,-0.44,4.1256883510553335
2015-05-29,52150.31,0.0,768.04,11.61,-1.44,4.878915516998794
2015-05-30,52223.35,0.0,808.56,14.75,-0.26,5.559974746148313
2015-05-31,52293.54,0.0,755.95,16.31,3.26,5.610454981270506
2015-06-01,52360.84,1.95,743.93,16.61,3.93,5.610505770367801
2015-06-02,52425.21,0.0,801.51,17.97,2.72,6.1067059024837524
2015-06-03,52486.59,0.0,790.24,17.71,2.78,6.016162041464347
2015-06-04,52544.96,0.0,800.77,18.91,2.83,6.26313787086916
2015-06-05,52600.27,6.97,403.23,10.76,2.52,3.064333327505487
2015-06-06,52652.48,3.94,371.24,9.35,1.95,2.7594362977998554
2015-06-07,52701.56,0.0,759.95,14.74,0.65,5.397120737511487
2015-06-08,52747.47,0.0,791.86,17.54,1.41,5.999709504019288
2015-06-09,52790.18,0.0,768.54,19.28,3.74,6.191636454200569
2015-06-10,52829.66,6.46,408.18,13.21,4.46,3.357917948972299
2015-06-11,52865.88,12.59,506.9,15.09,3.08,4.147316148457983
2015-06-12,52898.81,0.0,674.15,15.01,3.15,5.052070665246348
2015-06-13,52928.44,5.48,547.76,17.69,3.28,4.721181536625093
2015-06-14,52954.73,0.0,686.82,15.75,3.07,5.22887425417719
2015-06-15,52977.68,2.5,538.49,17.79,3.32,4.686684675251367
2015-06-16,52997.25,10.05,482.68,16.32,4.34,4.171376242006416
2015-06-17,53013.45,0.0,729.3,19.74,4.53,6.075741947638748
2015-06-18,53026.25,0.0,720.87,21.5,6.06,6.3126716868083905
2015-06-19,53035.64,0.0,717.43,21.75,6.18,6.331354772340555
2015-06-20,53041.63,0.0,720.11,22.52,6.45,6.467509922345245
2015-06-21,53044.2,0.0,715.1,23.09,6.81,6.526448605942781
2015-06-22,53043.35,0.0,679.58,23.13,8.03,6.318019094086271
2015-06-23,53039.09,0.0,700.96,23.02,6.75,6.4240573818512345
2015-06-24,53031.41,2.55,496.06,21.65,6.57,4.935944074951608
2015-06-25,53020.33,0.0,678.01,21.82,6.11,6.092359175443737
2015-06-26,53005.84,0.0,661.7,22.77,7.39,6.137771959328784
2015-06-27,52987.97,0.0,656.4,22.73,7.39,6.095360231137474
2015-06-28,52966.73,0.0,669.83,23.65,7.44,6.313928145370528
2015-06-29,52942.12,0.0,652.46,22.75,7.24,6.065609118202549
2015-06-30,52914.17,0.0,668.49,24.77,8.1,6.468112156966372
2015-07-01,52882.9,0.0,575.32,22.45,9.33,5.516746220835887
2015-07-02,52848.34,0.0,604.08,22.21,8.14,5.668399844771461
2015-07-03,52810.5,7.51,419.26,19.84,7.29,4.182360719344456
2015-07-04,52769.41,0.0,608.38,20.35,6.25,5.420747236343492
2015-07-05,52725.11,5.81,305.03,15.19,6.83,2.9319030394055883
2015-07-06,52677.63,3.94,396.99,17.83,6.09,3.808217652777848
2015-07-07,52626.99,14.05,312.5,14.27,5.68,2.901477723194409
2015-07-08,52573.24,11.59,350.51,13.1,3.46,3.03300406908004
2015-07-09,52516.41,8.91,453.5,16.8,2.89,4.043448726221382
2015-07-10,52456.54,0.0,539.32,16.09,4.3,4.407201560248645
2015-07-11,52393.67,0.0,537.78,16.1,4.31,4.393677939013357
2015-07-12,52327.85,3.01,415.0,19.21,6.53,4.052305789624268
2015-07-13,52259.11,3.04,407.91,19.77,7.3,4.057555186693906
2015-07-14,52187.5,7.94,424.56,18.46,5.31,4.026793591524099
2015-07-15,52113.07,0.0,564.5,16.91,4.01,4.620245473598632
2015-07-16,52035.87,0.0,604.44,18.82,4.15,5.093149733264759
2015-07-17,51955.93,0.0,542.32,18.38,5.95,4.667252023597707
2015-07-18,51873.32,3.84,367.09,16.82,6.05,3.452331706647034
2015-07-19,51788.08,0.0,407.14,14.74,6.3,3.41852704769443
2015-07-20,51700.27,10.06,444.76,19.35,5.03,4.221290678310419
2015-07-21,51609.93,5.97,306.98,14.98,6.55,2.864622395090458
2015-07-22,51517.12,0.0,539.93,18.1,6.04,4.569496281847869
2015-07-23,51421.89,0.0,574.73,20.09,6.64,5.02330821824495
2015-07-24,51324.29,12.84,267.52,12.65,5.62,2.409479886518662
2015-07-25,51224.37,0.0,625.59,20.02,4.44,5.280891642195855
2015-07-26,51122.2,0.0,454.81,15.21,5.9,3.691940808814453
2015-07-27,51017.82,0.0,559.36,19.58,6.87,4.817236390851242
2015-07-28,50911.29,0.0,603.61,19.61,5.08,5.064168980254059
2015-07-29,50802.66,0.0,611.04,20.89,5.71,5.2684124804250025
2015-07-30,50691.99,0.0,622.3,22.15,6.04,5.49407503882383
2015-07-31,50579.33,0.0,533.34,19.6,7.53,4.614918295731702
2015-08-01,50464.73,0.0,512.74,20.27,6.8,4.580154979204648
2015-08-02,50348.24,10.38,317.76,17.28,7.25,3.088101053510458
2015-08-03,50229.93,7.15,285.7,15.58,6.99,2.719254469702522
2015-08-04,50109.83,7.27,394.82,18.38,4.3,3.7077090621031483
2015-08-05,49988.01,0.0,538.22,20.58,5.7,4.722767503664416
2015-08-06,49864.52,0.0,469.83,19.12,7.28,4.120128993884177
2015-08-07,49739.4,6.09,372.94,18.8,5.62,3.579662542423206
2015-08-08,49612.71,0.0,478.02,17.3,5.23,3.9436138648952666
2015-08-09,49484.5,0.0,522.76,18.65,4.45,4.343051660754906
2015-08-10,49354.81,0.0,528.88,20.53,5.65,4.593374592909469
2015-08-11,49223.7,9.53,301.79,17.72,7.9,2.9538979223270982
2015-08-12,49091.22,4.13,355.42,19.16,6.74,3.445381648935071
2015-08-13,48957.4,0.0,512.63,21.06,6.87,4.513704054403862
2015-08-14,48822.3,0.0,510.56,22.04,7.74,4.601771657647702
2015-08-15,48685.96,0.0,511.91,22.73,8.22,4.676101965581089
2015-08-16,48548.43,3.98,359.78,22.04,8.82,3.708072465066814
2015-08-17,48409.75,7.33,379.27,19.52,5.27,3.6032109622061124
2015-08-18,48269.97,0.0,507.68,17.58,3.48,4.010828994172888
2015-08-19,48129.13,0.0,485.78,16.31,3.3,3.7382735002991825
2015-08-20,47987.27,0.0,513.13,18.31,3.62,4.095807894648321
2015-08-21,47844.43,0.0,515.37,19.42,4.33,4.222276940925349
2015-08-22,47700.65,0.0,502.6,19.92,5.32,4.1927943911645045
2015-08-23,47555.97,0.0,494.86,20.62,6.05,4.214830935556752
2015-08-24,47410.43,0.0,494.62,21.1,6.46,4.250446731454461
2015-08-25,47264.07,5.27,356.17,21.41,7.19,3.558714746111399
2015-08-26,47116.92,10.68,291.72,17.63,7.11,2.7827497757356596
2015-08-27,46969.03,16.86,226.31,13.21,5.63,2.052514265250974
2015-08-28,46820.42,0.0,486.59,17.6,3.63,3.7550888463960144
2015-08-29,46671.13,0.0,482.15,19.65,5.69,3.934176118221852
2015-08-30,46521.21,5.24,365.83,20.82,5.96,3.5100496558544068
2015-08-31,46370.67,0.0,412.24,16.89,5.81,3.245259924715607
2015-09-01,46219.56,6.07,351.89,18.61,4.74,3.1942740672318695
2015-09-02,46067.9,0.0,456.52,17.98,4.81,3.563057911301566
2015-09-03,45915.73,13.14,204.38,12.28,5.36,1.8257363061349163
2015-09-04,45763.07,13.51,182.22,10.44,4.47,1.5914830650323906
2015-09-05,45609.97,7.39,248.66,13.67,5.22,2.1417578591561117
2015-09-06,45456.45,5.81,311.95,16.28,4.96,2.6858193550889697
2015-09-07,45302.53,3.43,281.66,14.52,4.68,2.3689887888420573
2015-09-08,45148.25,0.0,453.95,16.41,3.79,3.286385387977357
2015-09-09,44993.64,0.0,509.77,18.22,2.49,3.7277249077865093
2015-09-10,44838.73,0.0,497.78,18.44,3.1,3.6773633170372984
2015-09-11,44683.53,0.0,495.95,18.89,3.38,3.699794401774316
2015-09-12,44528.09,0.0,504.7,20.0,3.61,3.8452862054777346
2015-09-13,44372.43,0.0,472.46,18.22,3.79,3.480417289165621
2015-09-14,44216.57,13.04,305.18,15.33,3.76,2.503463163112467
2015-09-15,44060.53,13.51,216.43,10.95,3.49,1.7352388835484882
2015-09-16,43904.36,0.0,309.77,14.17,6.15,2.2861370776130268
2015-09-17,43748.07,0.0,370.14,15.17,5.31,2.637073279680056
2015-09-18,43591.69,0.0,423.88,14.54,2.77,2.815682943933185
2015-09-19,43435.25,0.0,469.96,15.16,1.18,3.056063745189067
2015-09-20,43278.76,0.0,505.96,17.44,0.76,3.4246161932679398
2015-09-21,43122.27,0.0,509.11,19.59,2.0,3.6466156992472913
2015-09-22,42965.78,0.0,430.13,16.88,4.25,2.9878404036739092
2015-09-23,42809.34,0.0,439.54,17.63,4.44,3.0808954821693764
2015-09-24,42652.95,0.0,490.93,19.8,3.04,3.5206424139661614
2015-09-25,42496.66,0.0,470.44,19.84,4.16,3.4075769310786708
2015-09-26,42340.49,0.0,474.24,20.43,3.93,3.4735131722982353
2015-09-27,42184.46,0.0,471.61,20.24,3.7,3.4255101163238857
2015-09-28,42028.6,0.0,444.67,18.98,4.12,3.158510284652992
2015-09-29,41872.93,0.0,429.89,18.27,4.18,3.0080753648893994
2015-09-30,41717.48,0.0,337.05,15.9,5.85,2.3794314761057476
2015-10-01,41562.29,0.0,416.13,18.98,5.3,2.9705644575021926
2015-10-02,41407.37,2.39,306.36,15.79,2.25,2.377400752937408
2015-10-03,41252.76,0.0,409.59,13.51,0.22,2.465582996566163
2015-10-04,41098.48,0.0,385.09,13.94,1.45,2.394862746944463
2015-10-05,40944.56,5.59,191.58,10.07,2.31,1.4666324476811108
2015-10-06,40791.04,3.45,254.46,12.36,1.44,1.8699998352270677
2015-10-07,40637.93,0.0,363.69,12.66,0.85,2.178809801200563
2015-10-08,40485.27,0.0,417.03,15.28,0.45,2.570619668248302
2015-10-09,40333.1,0.0,396.35,15.65,1.83,2.5004494246354936
2015-10-10,40181.44,0.0,419.78,17.45,1.93,2.7274192307881986
2015-10-11,40030.32,0.0,373.77,15.45,2.6,2.3633371413769684
2015-10-12,39879.78,0.0,419.5,16.89,1.2,2.6464947215460546
2015-10-13,39729.85,0.0,416.51,16.74,1.03,2.6081825354104415
2015-10-14,39580.56,0.0,428.8,17.72,0.58,2.73291154227344
2015-10-15,39431.95,0.0,417.05,17.28,0.57,2.6396403885434983
2015-10-16,39284.05,0.0,381.88,15.64,1.01,2.360526783520306
2015-10-17,39136.9,0.0,313.36,12.86,1.65,1.9042621372749262
2015-10-18,38990.53,3.24,149.28,9.65,2.78,1.2119454365933844
2015-10-19,38844.99,8.91,136.18,7.65,1.51,1.0705410165754763
2015-10-20,38700.3,3.36,190.74,9.49,0.75,1.3570226715739935
2015-10-21,38556.52,5.42,142.05,6.85,0.62,1.0452237038085206
2015-10-22,38413.67,13.58,70.64,2.58,-0.19,0.6322630226168575
2015-10-23,38271.8,0.0,281.4,5.77,-3.36,1.3155439267670197
2015-10-24,38130.95,0.0,378.5,7.92,-5.78,1.6817912361422815
2015-10-25,37991.16,0.0,355.04,10.07,-2.49,1.733172299729788
2015-10-26,37852.47,2.43,206.58,6.1,-3.0,1.1960398520478648
2015-10-27,37714.94,4.56,285.33,3.97,-8.02,1.269611179769937
2015-10-28,37578.59,0.0,441.55,5.98,-9.09,1.604448843974093
2015-10-29,37443.48,3.17,235.3,6.66,-2.79,1.2446859633795964
2015-10-30,37309.66,0.0,279.27,3.72,-4.26,1.1092864556016027
2015-10-31,37177.16,0.0,367.87,7.81,-3.6,1.4972199510215485
2015-11-01,37046.04,0.0,404.17,9.81,-3.72,1.6930991738217493
2015-11-02,36916.35,0.0,367.65,11.54,-2.6,1.757080873547628
2015-11-03,36788.12,2.82,254.26,9.82,-3.23,1.496147199185874
2015-11-04,36661.42,13.09,196.86,1.64,-6.22,0.8972433439982452
2015-11-05,36536.3,6.57,164.76,-0.64,-7.03,0.7390960299874826
2015-11-06,36412.79,6.2,247.06,-2.68,-12.82,0.8186281095685803
2015-11-07,36290.96,0.0,447.02,1.96,-15.08,1.2725826307992125
2015-11-08,36170.86,0.0,421.94,5.0,-10.25,1.3734945134470435
2015-11-09,36052.53,0.0,406.98,5.35,-9.01,1.3484701612581662
2015-11-10,35936.03,8.06,270.89,4.03,-8.28,1.1372926522671736
2015-11-11,35821.42,0.0,339.34,-2.17,-12.68,0.8639680962706572
2015-11-12,35708.74,0.0,426.98,2.1,-14.02,1.1942292090005997
2015-11-13,35598.06,0.0,429.72,4.18,-12.68,1.3036781566185294
2015-11-14,35489.41,0.0,416.77,6.1,-9.86,1.3634104366071411
2015-11-15,35382.87,8.88,284.63,5.03,-8.98,1.1937974470814228
2015-11-16,35278.48,11.02,185.74,0.9,-6.69,0.7836887825929174
2015-11-17,35176.29,0.0,233.76,-1.79,-8.73,0.6967678192074405
2015-11-18,35076.36,5.12,149.1,-1.33,-7.36,0.6387897798582449
2015-11-19,34978.75,0.0,289.79,1.59,-7.4,0.8775289200450673
2015-11-20,34883.5,4.42,289.4,1.38,-13.72,1.0189513537086357
2015-11-21,34790.67,0.0,416.6,-0.65,-17.92,0.994224099459917
2015-11-22,34700.32,0.0,407.21,5.26,-11.99,1.255099935599939
2015-11-23,34612.48,0.0,392.02,5.59,-10.55,1.2293107993961758
2015-11-24,34527.23,0.0,346.08,3.83,-9.14,1.0499540271957484
2015-11-25,34444.6,3.77,233.84,3.62,-8.24,0.9814181737635597
2015-11-26,34364.65,0.0,280.66,1.3,-8.58,0.8401515379485287
2015-11-27,34287.43,6.77,179.13,-0.4,-8.73,0.7130575375095635
2015-11-28,34212.98,0.0,244.04,-1.4,-9.67,0.6897030902509704
2015-11-29,34141.35,5.49,164.42,-3.64,-11.2,0.5872171026005548
2015-11-30,34072.59,2.62,136.15,-8.66,-14.74,0.41900492769971237
2015-12-01,34006.75,0.0,349.27,-5.3,-18.18,0.6713361924961794
2015-12-02,33943.86,0.0,397.21,0.71,-16.5,0.969710254026188
2015-12-03,33883.97,0.0,379.55,2.82,-13.03,1.0185390787281352
2015-12-04,33827.12,4.32,264.53,4.46,-10.76,1.0703106134405016
2015-12-05,33773.35,2.92,233.76,-2.23,-14.56,0.7375628346813653
2015-12-06,33722.69,0.0,397.83,2.94,-16.09,1.0812269442737295
2015-12-07,33675.19,0.0,373.31,4.92,-11.63,1.1003279417492635
2015-12-08,33630.87,0.0,272.29,3.94,-6.31,0.877847647074067
2015-12-09,33589.76,0.0,338.34,6.62,-7.32,1.0858728010716447
2015-12-10,33551.9,0.0,259.14,3.98,-5.7,0.8535198908904281
2015-12-11,33517.31,0.0,130.26,1.25,-3.43,0.5874416194457959
2015-12-12,33486.02,4.48,140.09,-1.72,-8.4,0.5847044326739558
2015-12-13,33458.05,0.0,346.41,-0.32,-13.92,0.8079283642180068
2015-12-14,33433.43,5.05,212.39,-2.6,-13.05,0.6631472110195205
2015-12-15,33412.16,2.08,207.65,-7.09,-17.05,0.523383523087911
2015-12-16,33394.26,2.96,230.88,-6.75,-18.4,0.5640176332869303
2015-12-17,33379.76,0.0,281.27,-9.07,-18.94,0.4738954905694461
2015-12-18,33368.65,0.0,368.94,-0.19,-15.76,0.8481532962807926
2015-12-19,33360.95,5.96,246.08,2.22,-11.46,0.9044459286145224
2015-12-20,33356.66,12.06,148.51,-1.36,-8.38,0.6001683580918876
2015-12-21,33355.8,17.43,128.44,-2.41,-8.19,0.5340974718280277
2015-12-22,33358.34,20.12,121.41,-2.48,-7.7,0.5142004623692789
2015-12-23,33364.31,7.86,219.17,-5.71,-15.39,0.553644049004643
2015-12-24,33373.68,11.95,253.34,-10.63,-22.26,0.46004821975369814
2015-12-25,33386.46,12.34,214.86,-6.64,-15.75,0.5182772137102932
2015-12-26,33402.63,0.0,383.02,-8.89,-22.16,0.5377585060583224
2015-12-27,33422.18,0.0,421.57,-5.0,-22.0,0.711198839013505
2015-12-28,33445.11,0.0,392.92,-5.46,-19.94,0.6587570774286596
2015-12-29,33471.38,2.2,260.92,-6.56,-19.16,0.591905464950187
2015-12-30,33500.98,4.56,211.09,-9.93,-19.28,0.4454277884639965
2015-12-31,33533.89,0.0,379.06,-6.85,-20.39,0.6082627258918506
2016-01-01,33570.26,0.0,380.52,-7.27,-24.04,0.6420172182732677
2016-01-02,33609.73,0.0,377.47,-4.77,-21.22,0.7247545804384248
2016-01-03,33652.43,0.0,350.27,-0.58,-15.08,0.8405860063494591
2016-01-04,33698.34,0.0,353.92,1.49,-13.26,0.9273067965780648
2016-01-05,33747.41,0.0,306.7,-0.61,-12.54,0.7878621361941858
2016-01-06,33799.61,5.01,185.64,-1.25,-10.75,0.7006398534241802
2016-01-07,33854.92,2.79,242.2,-2.54,-15.66,0.7526636547086787
2016-01-08,33913.28,0.0,322.25,-3.6,-15.95,0.7120129017558599
2016-01-09,33974.66,0.0,307.78,-5.29,-16.82,0.6451181832635449
2016-01-10,34039.02,0.0,360.28,-7.12,-21.31,0.6410874035001085
2016-01-11,34106.31,0.0,402.2,-5.36,-22.53,0.7518304722689421
2016-01-12,34176.5,0.0,410.46,-1.98,-19.84,0.9006543605150281
2016-01-13,34249.53,0.0,402.48,0.5,-16.57,0.9963328972341451
2016-01-14,34325.36,2.45,216.58,-5.35,-16.08,0.6311026462784269
2016-01-15,34403.94,2.8,193.21,-5.43,-14.73,0.59770906964206
2016-01-16,34485.22,5.7,185.6,-5.52,-14.31,0.5854940944638274
2016-01-17,34569.16,2.84,180.63,-2.94,-11.44,0.6576883131033969
2016-01-18,34655.7,3.81,279.64,1.16,-13.63,0.9912496870349322
2016-01-19,34744.79,5.15,244.07,0.47,-11.45,0.8909113162250138
2016-01-20,34836.37,7.96,217.86,-3.9,-14.01,0.6891034576424816
2016-01-21,34930.41,0.0,391.82,-3.82,-18.1,0.8287617790435969
2016-01-22,35026.84,0.0,438.24,2.19,-15.29,1.1695198185799878
2016-01-23,35125.6,0.0,415.76,3.21,-12.45,1.185088734647042
2016-01-24,35226.66,3.83,246.16,-2.37,-13.7,0.7993100577677738
2016-01-25,35329.94,0.0,393.39,-4.47,-18.18,0.8252822015239624
2016-01-26,35435.41,0.0,450.58,-3.95,-21.13,0.9201485584923716
2016-01-27,35543.0,0.0,460.19,-0.03,-17.91,1.1280003496355775
2016-01-28,35652.66,2.82,325.03,2.91,-13.95,1.2115784971375785
2016-01-29,35764.34,3.64,282.33,2.01,-11.03,1.0694232762139824
2016-01-30,35877.99,17.67,246.8,2.34,-8.31,1.008175523997023
2016-01-31,35993.54,28.99,107.46,-4.0,-8.05,0.5144353379055777
2016-02-01,36110.95,16.35,262.16,-2.42,-12.69,0.8325881993121378
2016-02-02,36230.16,0.0,339.93,-8.86,-18.17,0.6368063044528872
2016-02-03,36351.13,0.0,424.07,-12.58,-24.65,0.5839441518114664
2016-02-04,36473.8,2.15,374.52,-8.86,-26.09,0.7359990654628898
2016-02-05,36598.11,0.0,435.29,-6.59,-19.17,0.8341623527808298
2016-02-06,36724.03,0.0,521.94,-1.95,-19.42,1.1658422094207062
2016-02-07,36851.49,0.0,490.54,0.3,-15.03,1.2574658773778593
2016-02-08,36980.45,0.0,491.76,2.7,-12.74,1.4098521433660463
2016-02-09,37110.85,0.0,526.27,3.92,-13.68,1.5590254815171416
2016-02-10,37242.66,0.0,531.36,5.52,-12.29,1.6867794564162542
2016-02-11,37375.82,0.0,512.08,5.28,-10.88,1.6451007087785323
2016-02-12,37510.29,0.0,525.08,7.03,-9.81,1.8026760951412675
2016-02-13,37646.02,0.0,516.0,7.01,-9.22,1.8003109547613758
