x_m,y_m,total_field_anomaly_nT
65186.28,43197.01,-31.00
65166.50,48528.80,-32.00
64864.18,56736.10,-12.00
64747.63,61635.35,-43.00
64749.75,62170.20,18.00
64751.87,62855.16,-2.00
64729.27,63947.09,36.00
64692.54,64564.22,36.00
64638.15,65586.10,56.00
64458.03,67637.65,25.00
64436.13,68368.20,-28.00
64444.61,68789.63,75.00
64501.82,70164.00,55.00
64435.43,71875.29,33.00
64451.67,72633.64,-127.00
64470.04,73276.34,-287.00
64462.27,73730.02,-128.00
64465.09,74093.63,-48.00
64412.82,74611.80,1.00
64360.55,75036.56,41.00
64290.63,75807.14,0.00
64232.71,76567.71,60.00
64221.40,77986.56,99.00
64304.05,79364.27,199.00
64201.63,82949.19,137.00
63559.55,105195.96,67.00
65828.35,38004.20,-37.00
65667.30,41002.02,-29.00
65644.70,42430.87,-42.00
65529.57,49023.62,-37.00
65338.85,56602.67,-3.00
65149.55,61187.23,-10.00
65156.61,63001.93,18.00
64994.86,64467.48,17.00
64774.48,65428.21,58.00
64614.84,66785.90,45.00
65020.99,69906.03,59.00
64760.35,72348.98,-7.00
64654.40,73277.46,-287.00
64722.21,74032.47,-88.00
64881.84,74965.40,52.00
64845.82,75713.74,-39.00
64851.47,76757.86,31.00
64851.47,77821.99,30.00
64870.54,79183.02,169.00
64784.37,81876.16,168.00
64185.38,98315.22,89.00
66406.15,33517.49,-46.00
66067.80,39937.88,-44.00
66065.69,41802.62,1.00
66071.34,42305.22,31.00
66060.03,42942.37,-30.00
65956.20,49399.46,-36.00
65818.46,55169.36,-22.00
65659.53,57435.52,-13.00
65567.71,63624.63,27.00
65566.30,64613.15,28.00
65624.92,66251.05,46.00
65472.35,70267.41,54.00
65447.63,73416.45,-26.00
65429.26,74109.19,-6.00
65405.95,74520.62,86.00
65384.76,74928.70,-27.00
65352.27,75374.59,-200.00
65290.11,76056.22,-15.00
65214.53,76727.84,-39.00
65150.96,77383.89,20.00
65070.44,78513.63,0.00
65051.37,78933.94,99.00
65055.60,79316.45,199.00
65115.64,81816.12,178.00
64991.33,87401.44,104.00
64764.59,95464.18,85.00
64365.50,103005.42,87.00
64263.78,108570.73,31.00
66614.52,38622.45,-43.00
66631.47,41055.39,-39.00
66480.31,43111.39,-30.00
66459.12,45493.18,10.00
66226.03,50098.87,-39.00
65877.09,56169.01,-13.00
65723.81,57206.45,7.00
65858.02,63356.65,9.00
65920.88,64556.44,33.00
65909.58,66063.13,39.00
65778.20,73003.92,15.00
65713.22,74046.93,14.00
65710.39,74838.63,34.00
65675.07,75632.57,-287.00
65646.11,76080.68,-7.00
65560.64,76784.54,-108.00
65498.49,77389.45,25.00
65421.49,78862.78,9.00
65414.43,79557.75,209.00
65465.29,82542.22,167.00
65191.22,92054.94,93.00
64756.82,103174.44,87.00
67070.12,34534.92,-46.00
67061.64,38773.67,-44.00
66949.33,41565.78,-29.00
66953.57,43298.19,-30.00
66809.47,45551.00,0.00
66776.27,48260.82,-35.00
66600.39,55307.24,-21.00
66416.04,57293.19,-9.00
66286.77,64971.20,18.00
66194.95,66445.64,46.00
66204.84,70982.39,46.00
66035.31,74142.55,20.00
65966.80,75127.74,14.00
65922.30,75898.32,-186.00
65962.56,76736.73,-18.00
65946.31,77775.29,-39.00
65885.57,79168.56,-25.00
65884.15,80244.93,239.00
65753.48,83197.16,157.00
65562.76,91434.48,93.00
65374.87,98808.92,91.00
65001.21,109503.65,16.00
67467.79,38144.31,-38.00
67139.34,41802.62,-32.00
67178.89,43275.95,-30.00
67379.50,45577.69,-20.00
66885.76,57247.60,-11.00
66686.57,63755.84,13.00
66627.23,66612.43,37.00
66445.00,75174.44,45.00
66352.46,76256.37,-26.00
66351.76,76538.80,73.00
66304.43,77049.19,-8.00
66268.41,77809.76,-9.00
66276.88,78836.09,-50.00
66286.07,79396.51,-130.00
66289.60,79968.06,149.00
66267.00,81456.96,238.00
66211.19,84346.91,136.00
65808.57,94247.71,88.00
65624.92,100790.42,96.00
67919.15,34484.88,-49.00
67974.24,38656.92,-35.00
67673.34,43173.65,-30.00
67514.41,48695.59,-39.00
67221.28,62567.16,9.00
67151.35,66499.01,37.00
66816.54,75222.26,46.00
66731.07,77080.32,12.00
66775.57,78255.65,-29.00
66810.18,78902.81,-170.00
66722.59,79910.23,29.00
66677.38,80497.34,169.00
66572.14,82133.02,228.00
66514.92,84400.29,136.00
66223.20,94887.08,90.00
65949.14,105195.96,67.00
68331.66,33356.25,-55.00
68215.82,39381.91,-48.00
68137.41,44455.73,-20.00
67926.21,48333.10,-40.00
67836.51,54091.88,-24.00
67503.82,62757.30,9.00
67474.15,66228.81,24.00
67330.76,72636.97,48.00
67158.41,77290.48,22.00
67118.85,78233.41,-24.00
67089.19,78777.16,-130.00
67072.24,79120.75,-305.00
67096.25,79701.19,-130.00
67104.02,80391.71,-11.00
67088.48,80808.69,109.00
67088.48,81324.63,248.00
67089.19,82531.10,227.00
67009.37,85605.64,125.00
66480.31,95950.10,90.00
66296.66,108395.04,26.00
68529.44,40388.22,-43.00
68458.10,44476.86,-20.00
68333.07,48178.54,-39.00
68111.98,57121.95,-14.00
67869.00,66689.16,38.00
67796.95,74910.91,58.00
67775.76,77159.27,23.00
67739.03,77619.62,22.00
67628.13,78025.48,-38.00
67537.72,78506.95,-70.00
67465.67,79045.14,-190.00
67426.12,79537.73,-150.00
67373.85,80484.00,-101.00
67352.66,80925.44,89.00
67411.99,81396.91,248.00
67527.12,82227.54,288.00
67636.61,83038.15,197.00
67116.03,90874.05,96.00
67069.41,95181.75,89.00
66668.91,106635.93,47.00
69074.74,35775.86,-47.00
68991.39,40230.32,-35.00
68865.66,44445.72,-29.00
68689.78,48442.07,-35.00
68128.94,72183.30,48.00
67981.31,77800.87,-8.00
67973.54,78861.67,-50.00
67972.13,79789.03,-166.00
67873.24,81370.22,208.00
67815.32,82561.12,268.00
67385.85,86017.06,125.00
67423.29,95158.39,88.00
67122.39,100961.66,99.00
66902.00,109414.70,15.00
69467.47,36886.69,-47.00
69403.90,38874.86,-48.00
69273.93,43749.64,-29.00
69249.91,45118.45,-38.00
69196.23,49114.80,-37.00
68423.48,75570.30,56.00
68294.22,78495.83,-74.00
68218.64,79462.12,-390.00
68160.02,80899.87,-92.00
68029.34,82313.16,328.00
67952.35,87533.76,114.00
67790.59,95637.64,90.00
67763.05,99677.36,97.00
67431.77,109362.43,15.00
69889.16,36477.50,-47.00
69820.65,38880.42,-48.00
69608.03,41648.06,-29.00
69704.80,43851.94,-23.00
69595.32,47356.81,-39.00
69191.29,61645.36,0.00
68618.44,77878.70,36.00
68610.67,78722.67,-9.00
68702.49,80104.83,-257.00
68720.15,81827.23,208.00
68633.98,83092.63,217.00
68471.52,87587.13,114.00
68043.47,97944.94,90.00
67895.13,107956.93,26.00
70250.11,37234.73,-48.00
70298.14,38556.84,-48.00
70146.27,40808.54,-45.00
70017.01,45320.83,-42.00
69454.05,65084.61,20.00
69052.14,78015.47,52.00
69036.60,78935.05,-43.00
69034.48,80035.88,-341.00
69011.17,81363.55,-42.00
69048.60,82392.10,338.00
69014.70,82968.09,238.00
68910.87,86224.99,135.00
68433.37,103851.61,78.00
70603.99,38512.36,2.00
70513.58,40527.21,-38.00
70432.35,45925.73,-47.00
69725.99,68596.15,29.00
69504.91,78406.88,28.00
69525.39,79148.55,-18.00
69524.68,80069.24,-290.00
69475.24,81027.74,8.00
69432.86,82593.37,268.00
69376.35,83826.52,167.00
68956.07,97718.10,93.00
68567.58,110203.07,5.00
69770.49,69013.13,29.00
69921.65,78678.19,73.00
69905.41,79607.78,-9.00
69844.66,80914.32,-92.00
69913.18,82316.49,207.00
69777.56,86090.45,145.00
69162.33,103848.28,78.00
70521.35,70518.71,38.00
70336.28,78476.93,54.00
70276.24,79308.67,32.00
70226.09,80546.27,-291.00
70279.77,81200.10,8.00
70333.46,82505.52,207.00
70208.43,83823.18,176.00
69888.46,91341.07,101.00
69685.03,104692.25,68.00
70490.97,87517.08,124.00
69940.02,105341.63,58.00
70391.38,103977.26,79.00
68025.10,82432.13,308.00
68039.94,83166.02,197.00
33435.82,60915.92,17.00
34790.60,45406.45,-32.00
34258.01,50797.18,-23.00
35721.57,39341.88,-47.00
39672.89,64108.32,-16.00
39558.46,65052.37,-106.00
39496.30,65718.43,-36.00
40698.51,60868.10,-16.00
40694.28,61559.74,-116.00
40653.31,62205.78,-76.00
40609.51,62747.30,34.00
40591.15,63229.88,-6.00
42130.99,102102.52,60.00
44570.73,106064.39,64.00
52611.12,60422.21,-37.00
52456.43,62401.48,-37.00
52382.26,64189.50,163.00
53907.27,56739.44,-9.00
53733.51,60546.75,-19.00
53917.87,55097.09,-14.00
53992.03,49465.06,-22.00
56743.27,64071.63,-86.00
56694.53,65666.16,275.00
56852.05,66643.57,184.00
56691.00,68404.89,106.00
57694.72,63517.88,-76.00
57619.14,65047.92,275.00
57468.69,71947.57,125.00
57533.68,66784.78,194.00
57491.29,67679.90,113.00
59556.66,70607.67,151.00
59401.97,75920.56,129.00
39552.11,44093.24,-37.00
39275.22,48671.13,-27.00
39149.49,51925.81,-2.00
39136.77,52956.58,17.00
39081.68,54177.50,-2.00
38943.23,60572.32,6.00
38883.19,63513.43,-6.00
38796.31,65308.12,-26.00
38792.07,66183.22,-27.00
38748.99,66706.95,173.00
38696.01,67516.45,222.00
38651.51,68543.89,172.00
38604.18,71218.13,111.00
38581.58,72931.64,149.00
38518.72,74477.25,228.00
38218.52,82991.45,155.00
37697.23,95664.33,71.00
37261.41,108267.16,54.00
40636.35,44460.18,-32.00
40422.33,49918.74,-31.00
40370.77,51999.20,8.00
40349.58,52977.71,-72.00
40329.80,53638.21,-2.00
40300.13,54663.43,-2.00
40237.97,57955.91,-3.00
40028.89,61555.29,-16.00
39987.92,62328.09,-146.00
39965.32,62802.89,-86.00
39949.08,63303.27,24.00
39930.71,64309.59,-16.00
39981.57,64994.55,-106.00
40004.88,65377.06,-86.00
40014.77,65771.80,64.00
40056.44,66122.06,133.00
40043.73,67028.30,192.00
40006.29,67645.43,192.00
39863.61,69805.95,132.00
39697.61,72481.30,119.00
39679.96,73540.99,219.00
39509.02,77172.61,188.00
38958.07,94337.78,81.00
38953.12,100586.93,59.00
38532.84,105572.91,60.00
51097.41,40905.28,-38.00
51028.19,44392.35,9.00
51019.71,44886.06,-48.00
50661.59,52380.59,-14.00
50593.07,58439.61,-27.00
50616.38,60405.53,-85.00
50582.48,61222.81,-139.00
50537.27,62073.46,-26.00
50460.99,62852.93,-67.00
50376.93,63706.91,92.00
50321.84,64312.92,162.00
50239.90,65286.99,222.00
50177.74,66067.58,253.00
50151.60,66950.47,192.00
50075.32,68343.74,98.00
50071.08,72759.29,119.00
49498.23,88909.24,93.00
49206.51,102204.82,59.00
48927.50,108982.15,43.00
57653.05,90448.18,89.00
62108.71,89559.73,94.00
61932.83,93708.41,85.00
39528.80,66231.03,73.00
39528.80,66834.82,183.00
39504.78,67433.05,242.00
43314.84,55987.76,-4.00
43352.27,57645.67,-65.00
43362.87,58505.21,-35.00
43330.38,59917.39,-65.00
8136.45,5300.66,-62.00
27880.37,5242.84,-31.00
43897.58,5932.25,-42.00
61124.76,6298.08,-102.00
68879.79,6927.44,-52.00
4910.55,15052.46,-62.00
40384.89,16402.36,-86.00
66319.27,17230.77,-37.00
69578.37,17338.62,-49.00
22422.40,25853.93,-57.00
40044.43,26471.06,-61.00
53161.36,26895.83,-63.00
66152.57,27297.24,-63.00
685.16,1048.57,-30.00
541.77,6055.68,-52.00
2525.91,2921.09,-41.00
129.26,70437.54,50.00
4002.89,15247.05,-26.00
3892.70,16566.93,-27.00
1979.90,69851.54,40.00
1344.19,85223.13,44.00
409.68,108927.66,-27.00
4007.13,70743.32,40.00
3743.66,77681.89,77.00
2937.01,98209.58,-11.00
8296.09,8443.03,-64.00
6117.70,72131.04,50.00
5913.57,75622.56,128.00
5072.30,92020.47,22.00
8122.33,66347.79,2.00
7984.59,72515.77,39.00
7892.76,74689.63,139.00
7581.26,83762.03,65.00
11869.52,8518.64,-67.00
9898.09,68738.48,-19.00
9757.53,71718.50,-60.00
9738.46,72344.53,40.00
9732.10,73426.46,132.00
9785.78,79646.70,117.00
9201.63,96260.34,10.00
13921.47,12181.40,-65.00
11970.52,70468.67,-30.00
11926.02,71806.35,-50.00
11863.16,73424.23,-51.00
11801.00,74432.77,159.00
11755.09,77987.67,217.00
11613.82,81133.38,116.00
10960.44,97191.04,10.00
14254.16,68694.00,1.00
14034.48,72685.90,-60.00
13976.56,73740.03,-71.00
13881.91,74974.29,-71.00
13802.80,76263.04,178.00
13704.62,78390.20,257.00
13611.38,80506.24,156.00
13248.31,90769.53,52.00
18165.93,6954.13,-64.00
17857.25,25311.30,-61.00
15902.78,73325.27,19.00
15858.28,74357.16,-81.00
15868.87,75169.99,-271.00
15838.50,75650.36,28.00
15781.29,76642.22,138.00
15771.40,77652.98,208.00
15704.29,78932.83,294.00
15683.81,80521.81,196.00
15608.94,86323.96,94.00
20208.69,3822.88,-61.00
19622.42,23854.65,-62.00
17826.88,75602.54,-72.00
17790.15,76452.07,-172.00
17761.89,76921.31,78.00
17715.98,77719.69,239.00
17660.18,79864.64,257.00
17577.54,82123.01,156.00
17257.56,94003.08,51.00
22152.57,7825.90,-69.00
21215.24,27891.02,-60.00
19747.45,77123.69,-42.00
19738.26,77946.53,208.00
19693.06,79731.21,297.00
19677.52,81449.17,196.00
19576.51,87930.72,94.00
18536.76,109046.64,7.00
23419.76,21775.30,-49.00
21425.03,77890.93,278.00
21237.14,79960.27,287.00
21105.76,82065.19,186.00
21023.12,89658.69,83.00
20524.43,108622.99,6.00
25606.62,17816.76,-61.00
23627.43,80439.52,248.00
23866.18,84077.82,145.00
23355.49,96843.00,40.00
28172.80,5700.96,-32.00
27340.01,24112.62,-42.00
25530.34,84465.89,145.00
25107.23,97246.64,40.00
30061.58,6461.54,-22.00
29541.00,24646.36,-50.00
27574.52,86230.55,115.00
26782.70,109311.28,16.00
32115.65,7096.46,-22.00
31587.30,22420.23,-59.00
31236.95,29359.91,-42.00
29067.74,93539.40,62.00
34024.91,6993.05,-22.00
33411.80,23072.95,-59.00
33388.49,29647.90,-42.00
36071.21,3791.75,19.00
35677.77,13810.41,-81.00
35126.82,31746.15,-72.00
38075.83,6578.29,-32.00
37453.54,26743.49,-53.00
39975.21,3902.94,9.00
39756.95,13763.71,-87.00
39139.60,34012.30,-71.00
42024.33,4422.22,-1.00
41612.53,13578.01,-91.00
41250.17,34195.78,-71.00
43927.24,5192.80,-21.00
44007.06,13093.20,-100.00
46356.38,1314.32,60.00
46017.33,5729.87,-42.00
45518.65,21892.06,-69.00
47952.73,995.19,61.00
47798.75,5277.31,-41.00
47466.77,20458.75,-78.00
46894.62,37707.31,-65.00
50210.94,3268.02,-10.00
49659.28,10807.03,-108.00
48824.37,35827.01,-69.00
51829.89,2388.47,-10.00
51129.90,10086.49,-109.00
53978.61,0.00,41.00
53919.28,3557.13,-61.00
53380.33,20042.89,-68.00
52878.12,33654.26,-69.00
55767.80,3424.80,-81.00
55259.93,23763.47,-49.00
57887.56,3074.54,-90.00
57378.28,24581.86,-41.00
59756.56,967.40,-79.00
59127.20,23559.98,-49.00
58796.63,31021.16,-73.00
61640.40,14218.50,-85.00
61351.50,26185.29,-31.00
61168.56,33527.49,-69.00
63323.63,10279.97,-93.00
63580.04,22160.04,-31.00
63644.32,26166.39,-51.00
65641.87,13336.72,-65.00
65414.43,21748.62,-40.00
65373.46,23199.71,11.00
65247.02,26001.82,-51.00
67621.07,8960.09,-63.00
67484.04,17534.33,-7.00
67200.79,22937.29,-68.00
67035.50,27987.76,-71.00
69516.21,10464.55,-95.00
69110.06,17576.58,-37.00
69235.79,24266.07,-58.00
69232.26,28641.59,-75.00
7408.91,74567.32,149.00
11263.47,74601.79,181.00
12570.92,74674.06,89.00
13267.38,74719.65,-11.00
14004.11,74784.15,-111.00
14904.71,74843.08,-151.00
15650.61,74880.89,-241.00
16482.69,74922.03,-81.00
17707.51,75009.87,19.00
15293.90,84759.44,105.00
25523.28,95368.55,51.00
22877.99,76891.29,-90.00
22637.13,79645.59,357.00
22543.18,80530.70,247.00
22353.88,83925.48,145.00
